transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,month,sales
496,2023-03-09,10:10:56,1,3,Midtown,81,2.61,Bakery,Croissant,Almond Croissant,March,2.61
497,2023-11-21,10:56:51,2,5,Brooklyn,42,3.97,Tea,Brewed Chai tea,Classic Chai Sm,November,7.94
498,2023-10-26,08:15:27,2,9,Midtown,22,3.29,Tea,Green tea,Sencha Lg,October,6.58
499,2023-11-03,06:35:22,3,7,Upper East Side,74,3.86,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,November,11.58
500,2023-05-23,07:52:08,1,2,Lower Manhattan,92,3.66,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,May,3.66
501,2023-12-21,09:22:11,2,10,Queens,36,3.42,Tea,Herbal tea,Peppermint Fresh Lg,December,6.84
502,2023-05-27,12:44:47,3,4,Upper East Side,15,3.41,Tea,Herbal tea,Peppermint Fresh Lg,May,10.23
503,2023-10-03,19:14:57,1,7,Upper East Side,27,4.09,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,October,4.09
504,2023-02-12,13:52:54,2,5,Midtown,16,3.3,Bakery,Scone,Oatmeal Scone,February,6.6
505,2023-02-10,09:56:28,2,4,Brooklyn,68,2.71,Tea,Herbal tea,Peppermint Fresh Lg,February,5.42
506,2023-09-05,06:46:26,2,9,Midtown,26,3.5,Coffee,Gourmet brewed coffee,French Roast Rg,September,7.0
507,2023-05-29,06:33:14,1,7,Lower Manhattan,90,2.53,Bakery,Croissant,Almond Croissant,May,2.53
508,2023-01-31,08:08:41,3,6,Upper East Side,24,2.53,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,January,7.59
509,2023-02-26,09:17:48,2,7,Upper East Side,40,4.74,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,February,9.48
510,2023-04-12,06:22:10,3,3,Queens,51,3.81,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,April,11.43
511,2023-01-26,17:14:49,2,10,Brooklyn,44,3.73,Coffee,Barista Espresso,Flat White Lg,January,7.46
512,2023-12-21,13:00:30,3,8,Midtown,40,3.4,Coffee,Barista Espresso,Mocha Rg,December,10.2
513,2023-08-08,15:58:51,1,1,Midtown,45,3.08,Coffee,Gourmet brewed coffee,House Blend Lg,August,3.08
514,2023-05-22,20:40:56,1,4,Queens,80,2.53,Bakery,Croissant,Butter Croissant,May,2.53
515,2023-05-13,20:26:44,3,6,Queens,45,3.4,Bakery,Scone,Blueberry Scone,May,10.2
516,2023-11-10,18:23:54,1,10,Brooklyn,97,3.18,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,November,3.18
517,2023-11-30,16:36:27,2,4,Lower Manhattan,90,3.96,Tea,Green tea,Jasmine Green Sm,November,7.92
518,2023-03-02,07:18:14,1,9,Brooklyn,75,3.05,Tea,Green tea,Jasmine Green Sm,March,3.05
519,2023-08-28,13:59:56,1,3,Midtown,15,3.41,Tea,Herbal tea,Chamomile Calm Sm,August,3.41
520,2023-12-04,09:20:00,1,8,Upper East Side,44,2.9,Tea,Green tea,Sencha Lg,December,2.9
521,2023-09-24,18:50:30,3,5,Queens,94,3.89,Tea,Green tea,Sencha Lg,September,11.67
522,2023-03-04,18:14:59,3,8,Upper East Side,90,4.0,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,March,12.0
523,2023-09-08,17:00:19,2,4,Queens,75,4.12,Coffee,Barista Espresso,Latte Rg,September,8.24
524,2023-08-12,06:25:11,1,2,Queens,84,2.98,Tea,Green tea,Sencha Lg,August,2.98
525,2023-03-23,17:41:29,3,4,Upper East Side,97,2.73,Tea,Green tea,Jasmine Green Sm,March,8.19
526,2023-05-03,16:18:37,3,4,Midtown,59,2.9,Coffee,Barista Espresso,Mocha Rg,May,8.7
527,2023-08-18,11:35:56,2,2,Queens,45,4.32,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,August,8.64
528,2023-01-18,10:18:22,2,8,Brooklyn,75,4.04,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,January,8.08
529,2023-03-27,07:18:22,2,6,Lower Manhattan,33,3.64,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,March,7.28
530,2023-03-10,15:47:30,1,7,Brooklyn,70,2.51,Coffee,Gourmet brewed coffee,French Roast Rg,March,2.51
531,2023-03-01,14:58:21,1,7,Lower Manhattan,27,3.61,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,March,3.61
532,2023-09-26,19:27:45,3,8,Upper East Side,32,4.29,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,September,12.870000000000001
533,2023-04-18,16:25:13,1,2,Upper East Side,69,2.43,Coffee,Gourmet brewed coffee,French Roast Rg,April,2.43
534,2023-09-29,16:32:10,1,4,Lower Manhattan,75,4.44,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,September,4.44
535,2023-08-08,06:43:44,3,3,Queens,10,3.9,Coffee,Barista Espresso,Mocha Rg,August,11.7
536,2023-05-02,06:27:34,1,3,Lower Manhattan,87,3.67,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,May,3.67
537,2023-11-12,08:40:31,1,10,Queens,66,4.26,Tea,Brewed Chai tea,Classic Chai Sm,November,4.26
538,2023-05-28,19:05:13,3,3,Brooklyn,93,3.51,Coffee,Barista Espresso,Cappuccino Sm,May,10.53
539,2023-10-27,13:40:16,2,10,Upper East Side,50,4.67,Coffee,Gourmet brewed coffee,House Blend Lg,October,9.34
540,2023-01-05,19:43:48,1,2,Lower Manhattan,19,3.19,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,January,3.19
541,2023-07-26,16:00:36,1,1,Upper East Side,39,2.89,Bakery,Scone,Blueberry Scone,July,2.89
542,2023-08-20,17:01:30,1,6,Queens,87,3.36,Bakery,Scone,Blueberry Scone,August,3.36
543,2023-02-12,06:02:57,3,10,Brooklyn,19,2.6,Tea,Green tea,Jasmine Green Sm,February,7.800000000000001
544,2023-11-26,16:16:37,2,6,Queens,90,3.35,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,November,6.7
545,2023-01-05,09:11:52,2,10,Upper East Side,17,4.04,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,January,8.08
546,2023-04-15,08:41:13,3,7,Lower Manhattan,42,4.57,Coffee,Drip coffee,Morning Classic Lg,April,13.71
547,2023-08-25,10:17:33,1,1,Midtown,51,4.24,Tea,Herbal tea,Peppermint Fresh Lg,August,4.24
548,2023-01-17,13:32:42,3,1,Midtown,47,2.92,Bakery,Muffin,Blueberry Muffin,January,8.76
549,2023-01-20,18:45:59,3,10,Midtown,47,4.82,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,January,14.46
550,2023-02-17,17:20:10,3,7,Lower Manhattan,23,3.97,Tea,Green tea,Jasmine Green Sm,February,11.91
551,2023-08-13,10:23:36,3,1,Lower Manhattan,22,4.44,Tea,Herbal tea,Peppermint Fresh Lg,August,13.32
552,2023-12-31,15:36:55,2,3,Lower Manhattan,15,3.39,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,December,6.78
553,2023-10-09,18:43:05,1,1,Queens,71,2.9,Coffee,Barista Espresso,Cappuccino Sm,October,2.9
554,2023-06-25,12:12:31,2,4,Lower Manhattan,11,3.21,Tea,Herbal tea,Peppermint Fresh Lg,June,6.42
555,2023-01-02,16:14:12,3,2,Brooklyn,41,4.24,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,January,12.72
556,2023-01-17,11:55:13,3,2,Upper East Side,29,3.84,Tea,Herbal tea,Chamomile Calm Sm,January,11.52
557,2023-03-19,18:16:03,3,8,Brooklyn,57,4.51,Coffee,Barista Espresso,Cappuccino Sm,March,13.53
558,2023-06-18,17:44:54,2,2,Lower Manhattan,41,3.88,Coffee,Gourmet brewed coffee,House Blend Lg,June,7.76
559,2023-06-30,16:16:12,1,10,Upper East Side,23,4.44,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,June,4.44
560,2023-02-05,13:11:01,2,4,Lower Manhattan,55,4.87,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,February,9.74
561,2023-11-12,19:14:45,1,7,Midtown,62,4.62,Coffee,Barista Espresso,Mocha Rg,November,4.62
562,2023-04-21,19:53:57,2,8,Upper East Side,97,3.49,Bakery,Croissant,Butter Croissant,April,6.98
563,2023-12-10,09:29:47,2,3,Queens,18,4.0,Tea,Herbal tea,Peppermint Fresh Lg,December,8.0
564,2023-07-14,12:13:31,3,1,Lower Manhattan,61,2.69,Tea,Brewed Chai tea,Classic Chai Sm,July,8.07
565,2023-04-24,16:36:42,1,3,Queens,26,3.4,Tea,Herbal tea,Chamomile Calm Sm,April,3.4
566,2023-01-12,08:35:11,3,1,Lower Manhattan,86,2.45,Coffee,Barista Espresso,Mocha Rg,January,7.3500000000000005
567,2023-09-05,18:48:34,3,8,Midtown,94,3.26,Coffee,Gourmet brewed coffee,House Blend Lg,September,9.78
568,2023-03-31,11:56:13,3,6,Upper East Side,81,3.23,Bakery,Croissant,Butter Croissant,March,9.69
569,2023-01-20,15:47:45,2,7,Midtown,43,2.72,Bakery,Croissant,Almond Croissant,January,5.44
570,2023-01-02,18:20:55,3,8,Queens,59,2.11,Coffee,Barista Espresso,Mocha Rg,January,6.33
571,2023-02-02,16:35:33,2,5,Queens,100,3.38,Coffee,Gourmet brewed coffee,Ethiopia Rg,February,6.76
572,2023-06-01,06:51:21,3,6,Midtown,35,3.28,Bakery,Scone,Oatmeal Scone,June,9.84
573,2023-04-23,14:37:19,3,10,Lower Manhattan,64,2.56,Bakery,Scone,Blueberry Scone,April,7.68
574,2023-12-04,20:09:55,2,7,Midtown,80,3.16,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,December,6.32
575,2023-05-18,20:54:56,3,10,Lower Manhattan,34,2.54,Bakery,Muffin,Chocolate Chip Muffin,May,7.62
576,2023-11-12,09:49:44,1,4,Queens,80,3.24,Coffee,Drip coffee,Old Time Diner Blend Sm,November,3.24
577,2023-02-07,12:37:45,2,2,Upper East Side,99,4.02,Tea,Brewed Chai tea,Classic Chai Sm,February,8.04
578,2023-03-20,10:14:13,2,4,Midtown,63,3.67,Tea,Green tea,Sencha Lg,March,7.34
579,2023-10-04,12:54:52,2,5,Midtown,28,3.62,Tea,Green tea,Jasmine Green Sm,October,7.24
580,2023-09-21,12:49:27,1,5,Upper East Side,41,3.37,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,September,3.37
581,2023-04-25,06:36:41,1,8,Brooklyn,16,3.39,Bakery,Croissant,Butter Croissant,April,3.39
582,2023-03-02,12:38:53,3,6,Lower Manhattan,74,4.98,Coffee,Drip coffee,Morning Classic Lg,March,14.940000000000001
583,2023-07-17,13:03:01,3,5,Queens,75,4.72,Coffee,Barista Espresso,Flat White Lg,July,14.16
584,2023-05-04,12:29:55,1,7,Midtown,58,4.25,Coffee,Barista Espresso,Latte Rg,May,4.25
585,2023-01-15,10:34:14,3,1,Upper East Side,48,2.73,Bakery,Muffin,Chocolate Chip Muffin,January,8.19
586,2023-04-29,14:38:20,2,8,Brooklyn,51,2.77,Coffee,Barista Espresso,Cappuccino Sm,April,5.54
587,2023-12-10,08:10:23,3,1,Lower Manhattan,39,4.36,Tea,Herbal tea,Peppermint Fresh Lg,December,13.080000000000002
588,2023-09-21,09:05:28,1,8,Lower Manhattan,54,3.53,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,September,3.53
589,2023-01-04,08:36:39,3,10,Queens,11,2.63,Bakery,Muffin,Chocolate Chip Muffin,January,7.89
590,2023-01-30,11:59:50,3,8,Queens,94,2.23,Bakery,Croissant,Butter Croissant,January,6.6899999999999995
591,2023-09-25,16:40:52,2,10,Brooklyn,73,3.36,Tea,Herbal tea,Chamomile Calm Sm,September,6.72
592,2023-08-11,13:03:07,3,8,Queens,82,3.49,Bakery,Muffin,Blueberry Muffin,August,10.47
593,2023-01-08,16:07:02,3,5,Midtown,34,4.37,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,January,13.11
594,2023-07-08,15:23:39,3,10,Brooklyn,76,3.34,Bakery,Muffin,Chocolate Chip Muffin,July,10.02
595,2023-02-07,14:10:01,3,4,Brooklyn,11,2.85,Bakery,Scone,Blueberry Scone,February,8.55
596,2023-08-15,09:06:36,2,10,Midtown,62,2.55,Bakery,Muffin,Blueberry Muffin,August,5.1
597,2023-02-03,16:39:21,2,1,Midtown,96,4.83,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,February,9.66
598,2023-05-21,11:32:05,2,5,Queens,30,3.27,Tea,Green tea,Sencha Lg,May,6.54
599,2023-05-10,15:12:29,1,1,Upper East Side,62,2.77,Tea,Herbal tea,Chamomile Calm Sm,May,2.77
600,2023-05-20,06:33:59,1,6,Brooklyn,99,3.1,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,May,3.1
601,2023-12-03,12:56:32,1,10,Midtown,44,2.56,Bakery,Muffin,Blueberry Muffin,December,2.56
602,2023-01-08,16:06:39,2,4,Brooklyn,51,4.37,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,January,8.74
603,2023-04-14,18:05:51,3,5,Queens,55,2.03,Coffee,Gourmet brewed coffee,House Blend Lg,April,6.09
604,2023-10-10,12:25:02,3,2,Brooklyn,96,2.93,Coffee,Drip coffee,Old Time Diner Blend Sm,October,8.790000000000001
605,2023-08-30,16:19:32,2,6,Midtown,68,2.86,Bakery,Croissant,Butter Croissant,August,5.72
606,2023-03-16,13:40:34,2,1,Lower Manhattan,48,3.99,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,March,7.98
607,2023-10-24,15:58:19,2,10,Brooklyn,80,4.33,Tea,Herbal tea,Peppermint Fresh Lg,October,8.66
608,2023-11-26,20:16:16,2,10,Lower Manhattan,72,3.64,Tea,Herbal tea,Chamomile Calm Sm,November,7.28
609,2023-09-19,18:55:29,1,9,Lower Manhattan,92,3.34,Bakery,Scone,Blueberry Scone,September,3.34
610,2023-04-24,14:07:52,3,1,Queens,79,2.62,Tea,Green tea,Jasmine Green Sm,April,7.86
611,2023-03-08,19:17:45,2,3,Brooklyn,62,2.09,Bakery,Muffin,Chocolate Chip Muffin,March,4.18
612,2023-09-07,16:16:49,2,1,Queens,69,2.49,Coffee,Barista Espresso,Cappuccino Sm,September,4.98
613,2023-05-04,18:24:50,2,2,Midtown,14,4.47,Coffee,Barista Espresso,Mocha Rg,May,8.94
614,2023-02-02,06:02:35,3,2,Lower Manhattan,27,3.49,Tea,Green tea,Jasmine Green Sm,February,10.47
615,2023-12-30,17:39:09,3,10,Midtown,41,2.54,Coffee,Drip coffee,Light Roast Sm,December,7.62
616,2023-07-11,07:37:46,1,4,Queens,77,4.7,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,July,4.7
617,2023-02-16,07:08:44,3,1,Midtown,22,2.91,Bakery,Croissant,Butter Croissant,February,8.73
618,2023-04-26,07:34:18,2,3,Queens,62,3.85,Tea,Herbal tea,Peppermint Fresh Lg,April,7.7
619,2023-04-08,11:37:39,1,2,Queens,38,4.8,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,April,4.8
620,2023-06-07,10:34:08,2,10,Upper East Side,43,4.23,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,June,8.46
621,2023-05-14,17:16:57,1,10,Queens,86,3.09,Bakery,Scone,Oatmeal Scone,May,3.09
622,2023-10-06,14:56:08,1,8,Brooklyn,26,4.33,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,October,4.33
623,2023-09-23,15:35:49,3,5,Queens,40,4.66,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,September,13.98
624,2023-05-07,08:25:39,2,9,Midtown,62,2.23,Coffee,Gourmet brewed coffee,French Roast Rg,May,4.46
625,2023-04-04,08:07:04,2,8,Midtown,49,4.46,Coffee,Drip coffee,Light Roast Sm,April,8.92
626,2023-06-18,07:11:43,2,1,Lower Manhattan,82,5.0,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,June,10.0
627,2023-04-21,18:26:58,2,5,Midtown,98,2.18,Bakery,Scone,Oatmeal Scone,April,4.36
628,2023-05-27,15:54:51,1,1,Brooklyn,96,2.8,Bakery,Muffin,Blueberry Muffin,May,2.8
629,2023-07-13,19:17:43,3,3,Upper East Side,78,2.42,Coffee,Drip coffee,Old Time Diner Blend Sm,July,7.26
630,2023-07-18,15:34:17,2,5,Queens,57,4.05,Tea,Herbal tea,Chamomile Calm Sm,July,8.1
631,2023-08-31,18:58:52,1,5,Brooklyn,73,3.21,Bakery,Scone,Oatmeal Scone,August,3.21
632,2023-04-21,07:00:21,1,2,Lower Manhattan,71,4.57,Coffee,Barista Espresso,Flat White Lg,April,4.57
633,2023-08-12,13:02:23,2,4,Brooklyn,48,3.25,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,August,6.5
634,2023-12-21,16:19:43,3,1,Brooklyn,94,2.68,Bakery,Muffin,Blueberry Muffin,December,8.040000000000001
635,2023-12-31,08:52:38,3,5,Queens,44,3.75,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,December,11.25
636,2023-07-02,10:13:14,3,10,Queens,73,2.56,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,July,7.68
637,2023-07-30,08:26:11,1,5,Midtown,42,3.52,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,July,3.52
638,2023-12-21,12:29:36,3,1,Lower Manhattan,100,4.4,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,December,13.200000000000001
639,2023-08-03,10:40:01,2,1,Upper East Side,29,2.89,Coffee,Barista Espresso,Flat White Lg,August,5.78
640,2023-02-09,15:02:51,1,9,Midtown,57,4.85,Coffee,Drip coffee,Light Roast Sm,February,4.85
641,2023-05-01,07:45:57,1,8,Queens,38,3.22,Bakery,Croissant,Almond Croissant,May,3.22
642,2023-02-13,07:20:51,1,9,Midtown,20,4.02,Coffee,Drip coffee,Light Roast Sm,February,4.02
643,2023-08-18,09:02:28,2,4,Brooklyn,58,3.84,Tea,Green tea,Jasmine Green Sm,August,7.68
644,2023-07-26,07:00:12,2,2,Lower Manhattan,29,3.4,Bakery,Scone,Blueberry Scone,July,6.8
645,2023-10-24,07:22:52,1,7,Lower Manhattan,43,2.26,Bakery,Croissant,Almond Croissant,October,2.26
646,2023-12-24,18:13:01,1,6,Brooklyn,62,3.29,Tea,Herbal tea,Chamomile Calm Sm,December,3.29
647,2023-05-01,15:31:18,2,8,Lower Manhattan,84,3.68,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,May,7.36
648,2023-12-09,19:51:03,1,3,Lower Manhattan,98,3.2,Coffee,Barista Espresso,Flat White Lg,December,3.2
649,2023-01-28,19:37:37,3,8,Lower Manhattan,92,4.64,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,January,13.919999999999998
650,2023-05-01,18:32:04,3,1,Queens,65,3.78,Tea,Green tea,Sencha Lg,May,11.34
651,2023-11-10,15:16:42,1,8,Lower Manhattan,64,4.9,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,November,4.9
652,2023-07-02,17:17:37,3,5,Queens,60,2.74,Bakery,Scone,Blueberry Scone,July,8.22
653,2023-09-19,11:15:24,1,10,Midtown,96,2.65,Bakery,Scone,Blueberry Scone,September,2.65
654,2023-06-14,19:23:29,2,2,Brooklyn,50,3.29,Coffee,Gourmet brewed coffee,French Roast Rg,June,6.58
655,2023-11-13,16:42:21,2,2,Queens,23,3.06,Coffee,Drip coffee,Morning Classic Lg,November,6.12
656,2023-02-08,18:49:14,1,4,Lower Manhattan,57,2.27,Bakery,Scone,Blueberry Scone,February,2.27
657,2023-03-27,06:01:49,2,2,Upper East Side,53,3.27,Bakery,Scone,Blueberry Scone,March,6.54
658,2023-04-08,10:03:20,2,2,Brooklyn,23,2.53,Tea,Herbal tea,Peppermint Fresh Lg,April,5.06
659,2023-04-01,08:36:35,1,9,Queens,100,2.99,Coffee,Drip coffee,Old Time Diner Blend Sm,April,2.99
660,2023-06-18,07:14:42,2,6,Lower Manhattan,21,2.04,Bakery,Scone,Blueberry Scone,June,4.08
661,2023-05-30,10:08:42,1,9,Brooklyn,33,2.8,Tea,Brewed Chai tea,Classic Chai Sm,May,2.8
662,2023-01-19,16:29:38,1,7,Queens,62,3.14,Tea,Brewed Chai tea,Classic Chai Sm,January,3.14
663,2023-08-21,19:11:51,3,9,Midtown,56,4.0,Tea,Green tea,Jasmine Green Sm,August,12.0
664,2023-04-14,19:12:06,2,3,Midtown,33,2.47,Bakery,Muffin,Chocolate Chip Muffin,April,4.94
665,2023-01-27,17:07:52,2,8,Upper East Side,13,3.13,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,January,6.26
666,2023-12-24,08:38:24,1,1,Midtown,23,2.68,Bakery,Croissant,Almond Croissant,December,2.68
667,2023-01-01,16:40:21,3,9,Brooklyn,59,2.04,Bakery,Scone,Blueberry Scone,January,6.12
668,2023-10-18,07:57:21,2,8,Queens,91,2.8,Bakery,Scone,Blueberry Scone,October,5.6
669,2023-12-19,14:41:42,1,5,Queens,93,3.31,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,December,3.31
670,2023-11-19,06:51:27,3,8,Midtown,48,2.33,Bakery,Scone,Oatmeal Scone,November,6.99
671,2023-10-24,15:46:42,3,10,Lower Manhattan,60,2.32,Bakery,Croissant,Butter Croissant,October,6.959999999999999
672,2023-04-28,07:58:55,1,2,Upper East Side,30,4.12,Tea,Herbal tea,Chamomile Calm Sm,April,4.12
673,2023-07-21,10:05:26,1,5,Queens,91,4.31,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,July,4.31
674,2023-06-17,10:51:15,3,9,Brooklyn,67,3.69,Tea,Herbal tea,Chamomile Calm Sm,June,11.07
675,2023-08-17,10:33:02,3,5,Lower Manhattan,82,3.01,Bakery,Scone,Blueberry Scone,August,9.03
676,2023-07-27,17:54:41,1,4,Upper East Side,53,2.27,Bakery,Muffin,Blueberry Muffin,July,2.27
677,2023-09-29,19:57:31,1,4,Queens,84,3.0,Tea,Herbal tea,Chamomile Calm Sm,September,3.0
678,2023-08-11,17:47:52,1,6,Lower Manhattan,87,3.65,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,August,3.65
679,2023-03-08,15:00:17,3,4,Midtown,80,3.11,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,March,9.33
680,2023-11-13,13:38:45,3,5,Lower Manhattan,38,2.27,Coffee,Gourmet brewed coffee,Ethiopia Rg,November,6.8100000000000005
681,2023-03-11,17:32:53,1,4,Queens,59,4.25,Tea,Herbal tea,Chamomile Calm Sm,March,4.25
682,2023-01-06,11:25:36,3,8,Midtown,31,3.15,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,January,9.45
683,2023-07-07,19:57:04,2,8,Brooklyn,75,3.41,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,July,6.82
684,2023-02-04,13:14:57,1,2,Queens,57,2.45,Coffee,Gourmet brewed coffee,Ethiopia Rg,February,2.45
685,2023-02-03,14:50:18,3,7,Midtown,35,4.87,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,February,14.61
686,2023-02-16,17:14:39,2,7,Midtown,71,2.82,Tea,Green tea,Jasmine Green Sm,February,5.64
687,2023-10-25,09:15:44,2,8,Upper East Side,80,3.03,Coffee,Barista Espresso,Mocha Rg,October,6.06
688,2023-03-08,18:54:10,3,1,Upper East Side,11,3.55,Tea,Green tea,Jasmine Green Sm,March,10.649999999999999
689,2023-01-22,19:48:15,2,6,Queens,34,4.13,Coffee,Drip coffee,Old Time Diner Blend Sm,January,8.26
690,2023-05-15,19:46:45,1,10,Brooklyn,93,4.76,Coffee,Drip coffee,Old Time Diner Blend Sm,May,4.76
691,2023-03-31,16:54:26,1,1,Lower Manhattan,48,2.74,Tea,Green tea,Jasmine Green Sm,March,2.74
692,2023-06-28,20:18:26,3,7,Lower Manhattan,99,4.26,Tea,Herbal tea,Chamomile Calm Sm,June,12.78
693,2023-02-24,14:47:09,3,2,Midtown,33,4.25,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,February,12.75
694,2023-01-13,18:30:13,1,9,Upper East Side,60,3.46,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,January,3.46
695,2023-03-10,08:50:29,3,3,Upper East Side,77,3.01,Tea,Herbal tea,Peppermint Fresh Lg,March,9.03
696,2023-07-28,09:18:54,3,2,Brooklyn,48,3.41,Tea,Herbal tea,Peppermint Fresh Lg,July,10.23
697,2023-01-30,06:39:19,3,5,Brooklyn,91,3.1,Coffee,Drip coffee,Light Roast Sm,January,9.3
698,2023-11-14,15:21:52,2,2,Queens,25,3.62,Tea,Green tea,Sencha Lg,November,7.24
699,2023-06-23,13:27:25,3,6,Lower Manhattan,96,3.43,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,June,10.290000000000001
700,2023-03-02,07:39:02,3,4,Midtown,65,3.26,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,March,9.78
701,2023-02-17,16:18:07,3,6,Brooklyn,26,3.13,Coffee,Barista Espresso,Flat White Lg,February,9.39
702,2023-03-02,10:56:48,2,1,Upper East Side,16,4.4,Tea,Green tea,Sencha Lg,March,8.8
703,2023-11-10,09:35:35,2,8,Midtown,41,3.66,Coffee,Gourmet brewed coffee,House Blend Lg,November,7.32
704,2023-12-15,14:21:35,1,8,Lower Manhattan,67,2.73,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,December,2.73
705,2023-05-24,18:02:31,3,2,Upper East Side,32,2.16,Bakery,Croissant,Almond Croissant,May,6.48
706,2023-02-16,14:31:18,3,3,Upper East Side,49,4.03,Tea,Herbal tea,Chamomile Calm Sm,February,12.09
707,2023-12-19,20:16:45,3,4,Upper East Side,13,4.75,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,December,14.25
708,2023-09-02,16:34:47,3,1,Midtown,41,3.68,Tea,Brewed Chai tea,Classic Chai Sm,September,11.040000000000001
709,2023-06-27,19:39:05,1,2,Midtown,46,3.69,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,June,3.69
710,2023-01-09,08:38:59,3,5,Upper East Side,69,2.81,Bakery,Muffin,Chocolate Chip Muffin,January,8.43
711,2023-05-10,11:12:57,2,8,Queens,100,4.69,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,May,9.38
712,2023-01-31,11:22:22,2,6,Upper East Side,22,3.47,Bakery,Scone,Oatmeal Scone,January,6.94
713,2023-11-23,08:37:31,2,7,Lower Manhattan,25,2.6,Tea,Green tea,Sencha Lg,November,5.2
714,2023-12-15,12:30:36,3,1,Upper East Side,16,3.92,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,December,11.76
715,2023-07-31,06:24:05,3,2,Brooklyn,89,3.99,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,July,11.97
716,2023-11-06,18:52:57,1,8,Midtown,71,3.2,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,November,3.2
717,2023-08-02,20:03:17,1,7,Midtown,64,3.83,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,August,3.83
718,2023-09-04,14:38:57,3,7,Brooklyn,83,4.37,Tea,Herbal tea,Chamomile Calm Sm,September,13.11
719,2023-12-05,08:34:56,2,4,Queens,56,3.42,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,December,6.84
720,2023-01-31,15:51:03,1,4,Midtown,27,2.62,Coffee,Drip coffee,Morning Classic Lg,January,2.62
721,2023-12-23,16:04:08,3,8,Upper East Side,62,2.83,Bakery,Scone,Oatmeal Scone,December,8.49
